"","ExplicitNYHAClass","variable","mean","sd","sem","n"
"453","II/III","StepData.TotalMETClass.BelowMin",21482.5,2026.93701595947,1013.46850797973,4
"454","III","StepData.TotalMETClass.BelowMin",22591.4545454545,3184.95809591386,960.300997922823,11
"456","I/II","StepData.MeanMETClass.BelowMin",1362.47116402116,56.7547249193918,18.9182416397973,9
"457","II","StepData.MeanMETClass.BelowMin",1382.24772275694,40.4944245043941,7.94161002844675,26
"458","II/III","StepData.MeanMETClass.BelowMin",1388.1481092437,32.7514442818458,16.3757221409229,4
"459","III","StepData.MeanMETClass.BelowMin",1402.55077086656,38.7440290949033,11.6817643067643,11
"461","I/II","StepData.StdDevMETClass.BelowMin",95.5979455077894,140.965508478486,46.9885028261619,9
"462","II","StepData.StdDevMETClass.BelowMin",65.6884198923721,97.9802954055034,19.2155168546249,26
"463","II/III","StepData.StdDevMETClass.BelowMin",99.4939283347772,154.87707042071,77.4385352103552,4
"464","III","StepData.StdDevMETClass.BelowMin",47.6420101961899,99.6273804805172,30.0387854454412,11
"466","I/II","StepData.ModeMETClass.BelowMin",1397.88888888889,40.2164283733788,13.4054761244596,9
"467","II","StepData.ModeMETClass.BelowMin",1405.80769230769,45.7261581423756,8.9676374096001,26
"468","II/III","StepData.ModeMETClass.BelowMin",1435.25,9.5,4.75,4
"469","III","StepData.ModeMETClass.BelowMin",1414.27272727273,20.4992239320951,6.18074857056667,11
"471","I/II","StepData.MaxMETClass.BelowMin",1421.33333333333,23.6220236220354,7.87400787401181,9
"472","II","StepData.MaxMETClass.BelowMin",1434.61538461538,11.5241552335151,2.26007278512946,26
"473","II/III","StepData.MaxMETClass.BelowMin",1435.25,9.5,4.75,4
"474","III","StepData.MaxMETClass.BelowMin",1435,7.77174369109018,2.34326889001435,11
"476","I/II","StepData.OverallMETClass.BelowMin.PercentageAll",0.960953874638959,0.0298361583245357,0.00994538610817858,9
"477","II","StepData.OverallMETClass.BelowMin.PercentageAll",0.966739155510944,0.0238393459607894,0.0046752803940521,26
"478","II/III","StepData.OverallMETClass.BelowMin.PercentageAll",0.978693628719604,0.0143364704029369,0.00716823520146843,4
"479","III","StepData.OverallMETClass.BelowMin.PercentageAll",0.980047060356938,0.0153594655808663,0.00463105311928287,11
"481","I/II","StepData.TotalMETClassNegligible",417.777777777778,326.790750243094,108.930250081031,9
"482","II","StepData.TotalMETClassNegligible",323.730769230769,326.006694126646,63.935172881294,26
"483","II/III","StepData.TotalMETClassNegligible",260.5,212.769828688186,106.384914344093,4
"484","III","StepData.TotalMETClassNegligible",202.727272727273,179.630226247751,54.1605510427673,11
"486","I/II","StepData.MeanMETClassNegligible",28.4929058758006,23.815892694998,7.93863089833268,9
"487","II","StepData.MeanMETClassNegligible",20.5046733072362,21.7676821510325,4.26899369437693,26
"488","II/III","StepData.MeanMETClassNegligible",16.6186974789916,12.6001967228123,6.30009836140614,4
"489","III","StepData.MeanMETClassNegligible",12.6296185539607,10.2865029857667,3.10149734624169,11
"491","I/II","StepData.StdDevMETClassNegligible",12.3969355731803,9.97912616763344,3.32637538921115,9
"492","II","StepData.StdDevMETClassNegligible",11.8825784355429,10.013752170763,1.96385837396163,26
"493","II/III","StepData.StdDevMETClassNegligible",9.71634861754643,6.7753322574173,3.38766612870865,4
"494","III","StepData.StdDevMETClassNegligible",7.2578724467873,4.97866205192098,1.50112308947298,11
"496","I/II","StepData.ModeMETClassNegligible",21.6666666666667,18.4255257726883,6.14184192422943,9
"497","II","StepData.ModeMETClassNegligible",15.6923076923077,22.9290544606955,4.49675754320453,26
"498","II/III","StepData.ModeMETClassNegligible",5,10,5,4
"499","III","StepData.ModeMETClassNegligible",12.3636363636364,12.4520900034711,3.75444639974991,11
"501","I/II","StepData.MaxMETClassNegligible",53.1111111111111,44.5938461125648,14.8646153708549,9
"502","II","StepData.MaxMETClassNegligible",42.5769230769231,35.8130401691039,7.02351502551319,26
"503","II/III","StepData.MaxMETClassNegligible",36.5,24.3926218353009,12.1963109176505,4
"504","III","StepData.MaxMETClassNegligible",27.0909090909091,18.1573926842735,5.47465988226175,11
"506","I/II","StepData.OverallMETClassNegligible.Percentage",0.538040054712242,0.100230550861348,0.0334101836204492,9
"507","II","StepData.OverallMETClassNegligible.Percentage",0.452922669970824,0.119636135455456,0.0234625765083923,26
"508","II/III","StepData.OverallMETClassNegligible.Percentage",0.57055262846466,0.0389729372785828,0.0194864686392914,4
"509","III","StepData.OverallMETClassNegligible.Percentage",0.542623261240544,0.170259562397497,0.0513351895856909,11
"511","I/II","StepData.OverallMETClassNegligible.PercentageAll",0.0197945680677136,0.0165356034795341,0.00551186782651137,9
"512","II","StepData.OverallMETClassNegligible.PercentageAll",0.0142419021676305,0.0151161088006928,0.00296451283632017,26
"513","II/III","StepData.OverallMETClassNegligible.PercentageAll",0.0115429822291235,0.00874744924361068,0.00437372462180534,4
"514","III","StepData.OverallMETClassNegligible.PercentageAll",0.00877532616239948,0.00714774741956433,0.00215512693517508,11
"516","I/II","StepData.TotalMETClassSedentary",124.888888888889,77.5813193437126,25.8604397812375,9
"517","II","StepData.TotalMETClassSedentary",115.115384615385,70.7142570762513,13.8682067969624,26
"518","II/III","StepData.TotalMETClassSedentary",90.75,66.5601231970014,33.2800615985007,4
"519","III","StepData.TotalMETClassSedentary",61.6363636363636,39.0621881805736,11.7776928804744,11
"521","I/II","StepData.MeanMETClassSedentary",8.43699526594263,5.68306671431406,1.89435557143802,9
"522","II","StepData.MeanMETClassSedentary",7.2976543333628,4.64984884130907,0.911910383734298,26
"523","II/III","StepData.MeanMETClassSedentary",5.85504201680672,4.1346608713593,2.06733043567965,4
"524","III","StepData.MeanMETClassSedentary",3.9276182881446,2.46601817927943,0.74353245698775,11
"526","I/II","StepData.StdDevMETClassSedentary",5.5341656189282,3.66116543698228,1.22038847899409,9
"527","II","StepData.StdDevMETClassSedentary",5.64609891325152,3.62401293842864,0.710727411175399,26
"528","II/III","StepData.StdDevMETClassSedentary",4.19666612514407,2.21720532051383,1.10860266025692,4
"529","III","StepData.StdDevMETClassSedentary",3.10403992249209,1.3041003402245,0.393201047045408,11
"531","I/II","StepData.ModeMETClassSedentary",7.55555555555556,5.52519481808359,1.84173160602786,9
"532","II","StepData.ModeMETClassSedentary",4.73076923076923,5.65372579673045,1.10878685238583,26
"533","II/III","StepData.ModeMETClassSedentary",5.25,4.99165971062398,2.49582985531199,4
"534","III","StepData.ModeMETClassSedentary",2.45454545454545,2.69679944985297,0.813115628181742,11
"536","I/II","StepData.MaxMETClassSedentary",19.5555555555556,12.2893359372172,4.09644531240573,9
"537","II","StepData.MaxMETClassSedentary",20.3461538461538,14.3469642996484,2.81367118941254,26
"538","II/III","StepData.MaxMETClassSedentary",14.75,8.34166250416147,4.17083125208073,4
"539","III","StepData.MaxMETClassSedentary",11,4.83735464897913,1.45851730441319,11
"541","I/II","StepData.OverallMETClassSedentary.Percentage",0.174113577624184,0.0534586084905226,0.0178195361635075,9
"542","II","StepData.OverallMETClassSedentary.Percentage",0.169686905997108,0.0663085938701845,0.0130041851562681,26
"543","II/III","StepData.OverallMETClassSedentary.Percentage",0.184878073280137,0.0134407078574029,0.00672035392870144,4
"544","III","StepData.OverallMETClassSedentary.Percentage",0.152319316635668,0.0543592834129321,0.0163899406321169,11
"546","I/II","StepData.OverallMETClassSedentary.PercentageAll",0.00586372121594916,0.00394761985027866,0.00131587328342622,9
"547","II","StepData.OverallMETClassSedentary.PercentageAll",0.00506905876020329,0.00322859194653596,0.000633178974492899,26
"548","II/III","StepData.OverallMETClassSedentary.PercentageAll",0.00406688943693419,0.00287015493141491,0.00143507746570745,4
"549","III","StepData.OverallMETClassSedentary.PercentageAll",0.00272897661460781,0.00171369822587671,0.000516699456284616,11
"551","I/II","StepData.TotalMETClassVeryLight",49.5555555555556,35.5918217822266,11.8639405940755,9
"552","II","StepData.TotalMETClassVeryLight",58.8076923076923,42.3395977597986,8.30347827595701,26
"553","II/III","StepData.TotalMETClassVeryLight",37.5,26.7145403603855,13.3572701801928,4
"554","III","StepData.TotalMETClassVeryLight",35.1818181818182,28.3471980337323,8.54700179416276,11
"556","I/II","StepData.MeanMETClassVeryLight",3.35016012252854,2.51791042404338,0.839303474681128,9
"557","II","StepData.MeanMETClassVeryLight",3.7024059411817,2.65948319184493,0.521567565049589,26
"558","II/III","StepData.MeanMETClassVeryLight",2.40126050420168,1.64810712366391,0.824053561831953,4
"559","III","StepData.MeanMETClassVeryLight",2.27465348978507,1.87242650942261,0.564557834479058,11
"561","I/II","StepData.StdDevMETClassVeryLight",2.79335241833502,2.01293837523281,0.670979458410938,9
"562","II","StepData.StdDevMETClassVeryLight",3.57796670366404,2.55660340448617,0.501391178768952,26
"563","II/III","StepData.StdDevMETClassVeryLight",2.37507127051472,0.902436622866729,0.451218311433364,4
"564","III","StepData.StdDevMETClassVeryLight",2.24118250922541,1.72871323425263,0.521226651648886,11
"566","I/II","StepData.ModeMETClassVeryLight",2,2.12132034355964,0.707106781186547,9
"567","II","StepData.ModeMETClassVeryLight",1.61538461538462,2.72876416096259,0.535154680951572,26
"568","II/III","StepData.ModeMETClassVeryLight",1.25,1.89296944860009,0.946484724300046,4
"569","III","StepData.ModeMETClassVeryLight",0.636363636363636,1.12006493318265,0.337712284018304,11
"571","I/II","StepData.MaxMETClassVeryLight",9.66666666666667,7.05336798983294,2.35112266327765,9
"572","II","StepData.MaxMETClassVeryLight",12.5,9.66333275842243,1.89513547313601,26
"573","II/III","StepData.MaxMETClassVeryLight",7.75,3.30403793359983,1.65201896679992,4
"574","III","StepData.MaxMETClassVeryLight",6.81818181818182,4.97630750292186,1.50041316623838,11
"576","I/II","StepData.OverallMETClassVeryLight.Percentage",0.0539139726678587,0.0276991852764588,0.00923306175881962,9
"577","II","StepData.OverallMETClassVeryLight.Percentage",0.0744319166988966,0.0253338423744533,0.00496837525467775,26
"578","II/III","StepData.OverallMETClassVeryLight.Percentage",0.0663444034071306,0.0126195583450868,0.00630977917254341,4
"579","III","StepData.OverallMETClassVeryLight.Percentage",0.067124410114483,0.0210075261830003,0.00633400746568901,11
"581","I/II","StepData.OverallMETClassVeryLight.PercentageAll",0.00232717104590516,0.00174836455995347,0.000582788186651157,9
"582","II","StepData.OverallMETClassVeryLight.PercentageAll",0.0025713383845334,0.00184672777719729,0.000362173114316262,26
"583","II/III","StepData.OverallMETClassVeryLight.PercentageAll",0.00166843005318069,0.00114359765767994,0.000571798828839968,4
"584","III","StepData.OverallMETClassVeryLight.PercentageAll",0.00158053542558453,0.00130119097114056,0.000392323839261037,11
"586","I/II","StepData.TotalMETClassLight",105.222222222222,72.6941843921812,24.2313947973937,9
"587","II","StepData.TotalMETClassLight",115.346153846154,78.1869259186943,15.3337177295098,26
"588","II/III","StepData.TotalMETClassLight",55.25,27.6812210713328,13.8406105356664,4
"589","III","StepData.TotalMETClassLight",91.7272727272727,146.193769298894,44.0790799502009,11
"591","I/II","StepData.MeanMETClassLight",7.10387078808131,5.06532991345512,1.68844330448504,9
"592","II","StepData.MeanMETClassLight",7.32924345502546,5.37390170092842,1.0539088321986,26
"593","II/III","StepData.MeanMETClassLight",3.59978991596639,1.81334651524506,0.906673257622529,4
"594","III","StepData.MeanMETClassLight",6.19202931571352,10.4777193889293,3.15915126106457,11
"596","I/II","StepData.StdDevMETClassLight",5.700239047507,3.58700695568976,1.19566898522992,9
"597","II","StepData.StdDevMETClassLight",6.52767744357739,3.77875865695174,0.74107554342133,26
"598","II/III","StepData.StdDevMETClassLight",3.37473244076723,0.427327584142126,0.213663792071063,4
"599","III","StepData.StdDevMETClassLight",5.88684130023921,9.45609995954607,2.85112141326447,11
"601","I/II","StepData.ModeMETClassLight",3.44444444444444,5.83333333333333,1.94444444444444,9
"602","II","StepData.ModeMETClassLight",4.34615384615385,5.41806096453193,1.06256917630706,26
"603","II/III","StepData.ModeMETClassLight",0.5,1,0.5,4
"604","III","StepData.ModeMETClassLight",3.72727272727273,9.15522702166264,2.76040480921618,11
"606","I/II","StepData.MaxMETClassLight",19.6666666666667,12.3186849947549,4.10622833158497,9
"607","II","StepData.MaxMETClassLight",23.7692307692308,13.946491149555,2.73513194298961,26
"608","II/III","StepData.MaxMETClassLight",10.25,1.89296944860009,0.946484724300046,4
"609","III","StepData.MaxMETClassLight",18.5454545454545,27.0457524811703,8.15460119571503,11
"611","I/II","StepData.OverallMETClassLight.Percentage",0.115423498494254,0.0685055575662741,0.0228351858554247,9
"612","II","StepData.OverallMETClassLight.Percentage",0.147702874019969,0.070789701869637,0.0138830027382575,26
"613","II/III","StepData.OverallMETClassLight.Percentage",0.113408447146754,0.020330763004307,0.0101653815021535,4
"614","III","StepData.OverallMETClassLight.Percentage",0.133278783556318,0.120508566271852,0.0363346998497647,11
"616","I/II","StepData.OverallMETClassLight.PercentageAll",0.00494084782541431,0.00352718582011488,0.00117572860670496,9
"617","II","StepData.OverallMETClassLight.PercentageAll",0.00509153758013655,0.00373385264788953,0.00073226875047957,26
"618","II/III","StepData.OverallMETClassLight.PercentageAll",0.00249985410830999,0.00125926841336462,0.000629634206682312,4
"619","III","StepData.OverallMETClassLight.PercentageAll",0.0043000203581344,0.0072761940200898,0.00219385504240596,11
"621","I/II","StepData.TotalMETClassLowModerate",123.222222222222,141.810417263488,47.2701390878292,9
"622","II","StepData.TotalMETClassLowModerate",137.807692307692,116.160585133089,22.7809650116913,26
"623","II/III","StepData.TotalMETClassLowModerate",33.5,18.1199705665692,9.05998528328459,4
"624","III","StepData.TotalMETClassLowModerate",56.0909090909091,63.5239396534166,19.1531884577783,11
"626","I/II","StepData.MeanMETClassLowModerate",8.41970551378446,10.142754097525,3.38091803250832,9
"627","II","StepData.MeanMETClassLowModerate",8.89849617127828,7.804121524586,1.53051415155052,26
"628","II/III","StepData.MeanMETClassLowModerate",2.20063025210084,1.15252938211982,0.576264691059908,4
"629","III","StepData.MeanMETClassLowModerate",3.62417312219944,4.13452769372993,1.24660700413051,11
"631","I/II","StepData.StdDevMETClassLowModerate",8.43954041725627,6.85457044150217,2.28485681383406,9
"632","II","StepData.StdDevMETClassLowModerate",9.2567968846625,6.56821351918853,1.28813265014563,26
"633","II/III","StepData.StdDevMETClassLowModerate",3.30595353586672,1.95336236842916,0.976681184214579,4
"634","III","StepData.StdDevMETClassLowModerate",4.15213111649245,3.06613634306931,0.924474891457574,11
"636","I/II","StepData.ModeMETClassLowModerate",4.11111111111111,10.1420466924143,3.38068223080475,9
"637","II","StepData.ModeMETClassLowModerate",2.57692307692308,5.82527648733055,1.1424307108066,26
"638","II/III","StepData.ModeMETClassLowModerate",0,0,0,4
"639","III","StepData.ModeMETClassLowModerate",1.72727272727273,4.14947970451499,1.25111520500646,11
"641","I/II","StepData.MaxMETClassLowModerate",26.8888888888889,19.4450793547137,6.48169311823788,9
"642","II","StepData.MaxMETClassLowModerate",30.5384615384615,20.0344318995688,3.92907535383259,26
"643","II/III","StepData.MaxMETClassLowModerate",11,6.83130051063973,3.41565025531987,4
"644","III","StepData.MaxMETClassLowModerate",13.9090909090909,9.36434242704255,2.8234554762642,11
"646","I/II","StepData.OverallMETClassLowModerate.Percentage",0.11083431006302,0.0843460402604597,0.0281153467534866,9
"647","II","StepData.OverallMETClassLowModerate.Percentage",0.152260294561329,0.0935027475173471,0.0183373974679036,26
"648","II/III","StepData.OverallMETClassLowModerate.Percentage",0.0648164477013177,0.0342435505631821,0.017121775281591,4
"649","III","StepData.OverallMETClassLowModerate.Percentage",0.103296735921494,0.0886074394611346,0.0267161482115195,11
"651","I/II","StepData.OverallMETClassLowModerate.PercentageAll",0.00584768867872177,0.00704329014570759,0.00234776338190253,9
"652","II","StepData.OverallMETClassLowModerate.PercentageAll",0.00617964785103497,0.00541944397999002,0.00106284040795354,26
"653","II/III","StepData.OverallMETClassLowModerate.PercentageAll",0.0015282154528478,0.000800367626472094,0.000400183813236047,4
"654","III","StepData.OverallMETClassLowModerate.PercentageAll",0.00251678689041628,0.00287119978731245,0.000865699308423966,11
"656","I/II","StepData.TotalMETClassModerate",6.22222222222222,17.5697024574819,5.85656748582729,9
"657","II","StepData.TotalMETClassModerate",2.19230769230769,4.93979133785411,0.968772785569027,26
"658","II/III","StepData.TotalMETClassModerate",0,0,0,4
"659","III","StepData.TotalMETClassModerate",1.18181818181818,3.91964747951093,1.18181818181818,11
"661","I/II","StepData.MeanMETClassModerate",0.391865079365079,1.09752849926065,0.365842833086885,9
"662","II","StepData.MeanMETClassModerate",0.144341623288992,0.327848480195203,0.0642963768468106,26
"663","II/III","StepData.MeanMETClassModerate",0,0,0,4
"664","III","StepData.MeanMETClassModerate",0.0738636363636364,0.244977967469433,0.0738636363636364,11
"666","I/II","StepData.StdDevMETClassModerate",0.554087451597844,1.45779008115314,0.485930027051045,9
"667","II","StepData.StdDevMETClassModerate",0.298817694894084,0.586895430334383,0.115099663527441,26
"668","II/III","StepData.StdDevMETClassModerate",0,0,0,4
"669","III","StepData.StdDevMETClassModerate",0.125172057892866,0.415148750267282,0.125172057892866,11
"671","I/II","StepData.ModeMETClassModerate",0,0,0,9
"672","II","StepData.ModeMETClassModerate",0,0,0,26
"673","II/III","StepData.ModeMETClassModerate",0,0,0,4
"674","III","StepData.ModeMETClassModerate",0,0,0,11
"676","I/II","StepData.MaxMETClassModerate",1.44444444444444,3.64386851817924,1.21462283939308,9
"677","II","StepData.MaxMETClassModerate",1,1.97989898732233,0.38829013735766,26
"678","II/III","StepData.MaxMETClassModerate",0,0,0,4
"679","III","StepData.MaxMETClassModerate",0.363636363636364,1.20604537831105,0.363636363636364,11
"681","I/II","StepData.OverallMETClassModerate.Percentage",0.00767458643844196,0.0223102430401015,0.00743674768003384,9
"682","II","StepData.OverallMETClassModerate.Percentage",0.0027754995939812,0.00616317412950807,0.00120869789046276,26
"683","II/III","StepData.OverallMETClassModerate.Percentage",0,0,0,4
"684","III","StepData.OverallMETClassModerate.Percentage",0.00135749253149316,0.00450229338267253,0.00135749253149316,11
"686","I/II","StepData.OverallMETClassModerate.PercentageAll",0.00027212852733686,0.000762172568931009,0.000254057522977003,9
"687","II","StepData.OverallMETClassModerate.PercentageAll",0.000100237238395133,0.000227672555691113,4.4650261699174e-05,26
"688","II/III","StepData.OverallMETClassModerate.PercentageAll",0,0,0,4
"689","III","StepData.OverallMETClassModerate.PercentageAll",5.12941919191919e-05,0.000170123588520439,5.12941919191919e-05,11
"691","I/II","StepData.TotalMETClassVigorous",0,0,0,9
"692","II","StepData.TotalMETClassVigorous",0.153846153846154,0.784464540552736,0.153846153846154,26
"693","II/III","StepData.TotalMETClassVigorous",0,0,0,4
"694","III","StepData.TotalMETClassVigorous",0,0,0,11
"696","I/II","StepData.MeanMETClassVigorous",0,0,0,9
"697","II","StepData.MeanMETClassVigorous",0.0102564102564103,0.0522976360368491,0.0102564102564103,26
"698","II/III","StepData.MeanMETClassVigorous",0,0,0,4
"699","III","StepData.MeanMETClassVigorous",0,0,0,11
"701","I/II","StepData.StdDevMETClassVigorous",0,0,0,9
"702","II","StepData.StdDevMETClassVigorous",0.0228314169117178,0.116417840355822,0.0228314169117178,26
"703","II/III","StepData.StdDevMETClassVigorous",0,0,0,4
"704","III","StepData.StdDevMETClassVigorous",0,0,0,11
"706","I/II","StepData.ModeMETClassVigorous",0,0,0,9
"707","II","StepData.ModeMETClassVigorous",0,0,0,26
"708","II/III","StepData.ModeMETClassVigorous",0,0,0,4
"709","III","StepData.ModeMETClassVigorous",0,0,0,11
"711","I/II","StepData.MaxMETClassVigorous",0,0,0,9
"712","II","StepData.MaxMETClassVigorous",0.0769230769230769,0.392232270276368,0.0769230769230769,26
"713","II/III","StepData.MaxMETClassVigorous",0,0,0,4
"714","III","StepData.MaxMETClassVigorous",0,0,0,11
"716","I/II","StepData.OverallMETClassVigorous.Percentage",0,0,0,9
"717","II","StepData.OverallMETClassVigorous.Percentage",0.000219839157892255,0.00112096415594442,0.000219839157892255,26
"718","II/III","StepData.OverallMETClassVigorous.Percentage",0,0,0,4
"719","III","StepData.OverallMETClassVigorous.Percentage",0,0,0,11
"721","I/II","StepData.OverallMETClassVigorous.PercentageAll",0,0,0,9
"722","II","StepData.OverallMETClassVigorous.PercentageAll",7.12250712250712e-06,3.63178028033674e-05,7.12250712250712e-06,26
"723","II/III","StepData.OverallMETClassVigorous.PercentageAll",0,0,0,4
"724","III","StepData.OverallMETClassVigorous.PercentageAll",0,0,0,11
"726","I/II","BMI",26.5930009459643,7.08557648383225,2.36185882794408,9
"727","II","BMI",28.9999204566131,6.07549644422914,1.191502881688,26
"728","II/III","BMI",28.410432258151,7.5223750244134,3.7611875122067,4
"729","III","BMI",30.8779638357717,6.66056478059197,2.00823584264358,11
